Hour,EV Load
0,1.100554226763516
1,0.5926196516148128
2,0.2539856490547763
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.6774496871299912
13,0.6774651494285584
14,1.3549612234542516
15,1.3549921480513865
16,3.0488019134530373
17,5.758979488301923
18,7.791738300588156
19,8.469474040253912
20,6.860430528370074
21,5.081916358623846
22,3.2186204730507204
23,1.7787519025867007
24,1.101157256407641
25,0.5929443598847265
26,0.2541248097418825
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.6778207822956068
37,0.6778362445941742
38,1.3557034137854829
39,1.3557343383826177
40,3.050471841698305
41,5.7621337972096605
42,7.796005894992732
43,8.47411272982411
44,6.864187866921929
45,5.084699572365961
46,3.2203831750873952
47,1.7797260273964417
48,1.1017602860517661
49,0.5932690681546401
50,0.2542639704289888
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.6781300282669532
57,0.6781454905655205
58,0.6781609528640878
59,0.2543161556866536
60,0.0
61,0.0
62,0.6782228020583572
63,1.1021371795793442
64,3.052141769943572
65,5.765288106117398
66,7.800273489397308
67,8.478751419394309
68,6.867945205473785
69,5.087482786108076
70,3.222145877124071
71,1.7807001522061823
72,1.1023633156958914
73,0.5935937764245536
74,0.25440313111609497
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.678501123432569
81,0.6785165857311362
82,0.6785320480297036
83,0.25445531637375984
84,0.0
85,0.0
86,0.6785938972239728
87,1.1027402092234695
88,3.053811698188839
89,5.768442415025135
90,7.804541083801885
91,8.483390108964507
92,6.871702544025642
93,5.090265999850191
94,3.223908579160746
95,1.7816742770159233
96,1.1029663453400163
97,0.5939184846944673
98,0.2545422918032012
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.6788722185981846
105,0.678887680896752
106,0.6789031431953192
107,0.2545944770608661
108,0.0
109,0.0
110,0.6789649923895886
111,1.1033432388675946
112,3.0554816264341067
113,5.7715967239328725
114,7.808808678206461
115,8.488028798534707
116,6.8754598825774975
117,5.093049213592306
118,3.225671281197421
119,1.782648401825664
120,1.1035693749841415
121,0.5942431929643808
122,0.2546814524903075
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.6792433137638002
129,0.6792587760623676
130,0.6792742383609349
131,0.2547336377479723
132,0.0
133,0.0
134,0.6793360875552042
135,1.1039462685117198
136,3.0571515546793733
137,5.774751032840611
138,7.813076272611036
139,8.492667488104903
140,6.8792172211293545
141,5.095832427334422
142,3.2274339832340964
143,1.7836225266354047
144,1.1041724046282666
145,0.5945679012342945
146,0.2548206131774137
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.6796144089294159
153,0.6796298712279832
154,0.6796453335265505
155,0.2548727984350786
156,0.0
157,0.0
158,0.6797071827208199
159,1.104549298155845
160,3.058821482924641
161,5.777905341748348
162,7.817343867015612
163,8.497306177675101
164,6.88297455968121
165,5.098615641076537
166,3.229196685270771
167,1.7845966514451457
168,1.1047754342723917
169,0.5948926095042081
170,0.25495977386451996
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.680047353289301
181,0.6800628155878682
182,1.3601565557728712
183,1.3601874803700056
184,3.060491411169908
185,5.781059650656086
186,7.821611461420188
187,8.501944867245301
188,6.886731898233065
189,5.101398854818652
190,3.230959387307447
191,1.7855707762548862
192,1.105378463916517
193,0.5952173177741216
194,0.2550989345516262
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.6804184484549166
205,0.680433910753484
206,1.3608987461041024
207,1.3609296707012373
208,3.0621613394151748
209,5.784213959563823
210,7.825879055824765
211,8.5065835568155
212,6.890489236784922
213,5.104182068560767
214,3.2327220893441218
