Timestamp,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0
01-Jan-2010 01:00:00,2110.0,2142.916,2176.3454896,2210.29647924,2244.77710431,2279.79562714,2315.36043892,2351.48006177,2388.16315074,2425.41849589,2463.25502442,2501.6818028,2540.70803893,2580.34308433,2620.59643645,2661.47774086,2702.99679362,2745.1635436,2787.98809488,2831.48070916,2875.65180822,2920.51197643
01-Jan-2010 02:00:00,2014.0,2045.4184,2077.32692704,2109.7332271,2142.64506544,2176.07032847,2210.01702559,2244.49329119,2279.50738653,2315.06770176,2351.18275791,2387.86120893,2425.11184379,2462.94358855,2501.36550854,2540.38681047,2580.01684471,2620.26510749,2661.14124317,2702.65504656,2744.81646529,2787.63560215
01-Jan-2010 03:00:00,1935.0,1965.186,1995.8429016,2026.97805086,2058.59890846,2090.71305143,2123.32817503,2156.45209456,2190.09274724,2224.2581941,2258.95662192,2294.19634523,2329.98580821,2366.33358682,2403.24839077,2440.73906567,2478.81459509,2517.48410278,2556.75685478,2596.64226172,2637.149881,2678.28941914
01-Jan-2010 04:00:00,1904.0,1933.7024,1963.86815744,1994.5045007,2025.61877091,2057.21842373,2089.31103114,2121.90428323,2155.00599005,2188.62408349,2222.76661919,2257.44177845,2292.6578702,2328.42333297,2364.74673697,2401.63678606,2439.10231993,2477.15231612,2515.79589225,2555.04230817,2594.90096818,2635.38142328
01-Jan-2010 05:00:00,1913.0,1942.8428,1973.15114768,2003.93230558,2035.19364955,2066.94267048,2099.18697614,2131.93429297,2165.19246794,2198.96947044,2233.27339418,2268.11245913,2303.49501349,2339.4295357,2375.92463646,2412.98906079,2450.63169014,2488.8615445,2527.6877846,2567.11971404,2607.16678158,2647.83858337
01-Jan-2010 06:00:00,1971.0,2001.7476,2032.97486256,2064.68927042,2096.89842303,2129.61003843,2162.83195503,2196.57213353,2230.83865881,2265.63974189,2300.98372187,2336.87906793,2373.33438139,2410.35839774,2447.95998874,2486.14816457,2524.93207593,2564.32101632,2604.32442417,2644.95188519,2686.2131346,2728.1180595
01-Jan-2010 07:00:00,2067.0,2099.2452,2131.99342512,2165.25252255,2199.0304619,2233.33533711,2268.17536837,2303.55890411,2339.49442302,2375.99053602,2413.05598838,2450.6996618,2488.93057652,2527.75789352,2567.19091666,2607.23909496,2647.91202484,2689.21945242,2731.17127588,2773.77754779,2817.04847753,2860.99443378
01-Jan-2010 08:00:00,2191.0,2225.1796,2259.89240176,2295.14672323,2330.95101211,2367.3138479,2404.24394393,2441.75014945,2479.84145178,2518.52697843,2557.81599929,2597.71792888,2638.24232857,2679.3989089,2721.19753188,2763.64821338,2806.7611255,2850.54659906,2895.01512601,2940.17736197,2986.04412882,3032.62641723
01-Jan-2010 09:00:00,2305.0,2340.958,2377.4769448,2414.56558514,2452.23280827,2490.48764008,2529.33924726,2568.79693952,2608.87017177,2649.56854645,2690.90181578,2732.87988411,2775.5128103,2818.81081014,2862.78425878,2907.44369321,2952.79981483,2998.86349194,3045.64576241,3093.15783631,3141.41109855,3190.41711169
01-Jan-2010 10:00:00,2439.0,2477.0484,2515.69035504,2554.93512458,2594.79211252,2635.27086948,2676.38109504,2718.13264012,2760.53550931,2803.59986326,2847.33602112,2891.75446305,2936.86583267,2982.68093966,3029.21076232,3076.46645022,3124.45932684,3173.20089234,3222.70282626,3272.97699035,3324.0354314,3375.89038413
01-Jan-2010 11:00:00,2549.0,2588.7644,2629.14912464,2670.16385098,2711.81840706,2754.12277421,2797.08708949,2840.72164808,2885.03690579,2930.04348152,2975.75215984,3022.17389353,3069.31980627,3117.20119525,3165.82953389,3215.21647462,3265.37385162,3316.31368371,3368.04817718,3420.58972874,3473.95092851,3528.14456299
01-Jan-2010 12:00:00,2653.0,2694.3868,2736.41923408,2779.10737413,2822.46144917,2866.49184778,2911.2091206,2956.62398288,3002.74731701,3049.59017516,3097.16378189,3145.47953689,3194.54901767,3244.38398234,3294.99637247,3346.39831588,3398.6021296,3451.62032283,3505.46559986,3560.15086322,3615.68921669,3672.09396847
01-Jan-2010 13:00:00,2662.0,2703.5272,2745.70222432,2788.53517902,2832.03632781,2876.21609453,2921.0850656,2966.65399262,3012.93379491,3059.93556211,3107.67055688,3156.15021757,3205.38616096,3255.39018507,3306.17427196,3357.7505906,3410.13149981,3463.32955121,3517.35749221,3572.22826909,3627.95503009,3684.55112856
01-Jan-2010 14:00:00,2644.0,2685.2464,2727.13624384,2769.67956924,2812.88657052,2856.76760102,2901.3331756,2946.59397314,2992.56083912,3039.24478821,3086.65700691,3134.80885621,3183.71187437,3233.37777961,3283.81847297,3335.04604115,3387.07275939,3439.91109444,3493.57370751,3548.07345735,3603.42340329,3659.63680838
01-Jan-2010 15:00:00,2579.0,2619.2324,2660.09242544,2701.58986728,2743.73466921,2786.53693005,2830.00690615,2874.15501389,2918.99183211,2964.52810469,3010.77474312,3057.74282911,3105.44361725,3153.88853768,3203.08919887,3253.05739037,3303.80508566,3355.34444499,3407.68781834,3460.8477483,3514.83697317,3569.66842996
01-Jan-2010 16:00:00,2557.0,2596.8892,2637.40067152,2678.544122,2720.3294103,2762.7665491,2805.86570727,2849.6372123,2894.09155281,2939.23938103,2985.09151538,3031.65894302,3078.95282253,3126.98448656,3175.76544455,3225.30738549,3275.6221807,3326.72188672,3378.61874815,3431.32520062,3484.85387375,3539.21759418
